15364 , 8395 , 120 : 119 , 1272 , 5291 , 4778 , 8894
36886 , 4003 , 130 : 102 , 5162 , 5417 , 4817 , 8007
18705 , 7279 , 104 : 100 , 9166 , 1000 , 7539 , 5757
39411 , 5233 , 87 : 126 , 3436 , 2552 , 3355 , 8156
15785 , 4554 , 138 : 93 , 13 , 1010 , 5322 , 7273
35364 , 6439 , 139 : 143 , 1436 , 3674 , 5708 , 653
4670 , 9382 , 97 : 92 , 5136 , 7204 , 1577 , 8557
19076 , 3430 , 106 : 119 , 3776 , 2973 , 6703 , 3272
16458 , 7070 , 142 : 128 , 2124 , 7357 , 7620 , 7812
13239 , 528 , 121 : 88 , 4499 , 189 , 7300 , 7887
36512 , 537 , 102 : 117 , 8789 , 8603 , 3929 , 8227
1827 , 5686 , 120 : 148 , 4649 , 263 , 3577 , 1920
34502 , 8735 , 142 : 138 , 9134 , 977 , 9385 , 5326
20799 , 1285 , 114 : 143 , 544 , 546 , 4631 , 3009
24083 , 1043 , 131 : 130 , 7097 , 1424 , 9434 , 4477
48352 , 3152 , 104 : 99 , 1548 , 767 , 8336 , 4192
34406 , 8456 , 90 : 89 , 5638 , 7887 , 955 , 527
45438 , 1484 , 142 : 112 , 4672 , 4146 , 9069 , 450
10777 , 5298 , 129 : 146 , 3536 , 8894 , 6971 , 5198
40246 , 6260 , 90 : 142 , 2305 , 7338 , 2966 , 8731
9678 , 142 , 100 : 116 , 9389 , 2264 , 2546 , 6926
31224 , 9613 , 139 : 98 , 5365 , 6542 , 7876 , 5479
4528 , 385 , 148 : 100 , 1547 , 7550 , 5735 , 1956
9805 , 8624 , 97 : 119 , 8922 , 5621 , 3478 , 474
24158 , 5930 , 137 : 114 , 6216 , 5412 , 8717 , 423
22429 , 6558 , 81 : 135 , 3478 , 3588 , 3119 , 9678
9462 , 5900 , 127 : 149 , 2090 , 162 , 8220 , 2656
49271 , 4144 , 110 : 119 , 7040 , 204 , 774 , 1912
30393 , 6977 , 132 : 123 , 6648 , 1796 , 6059 , 8886
16974 , 7582 , 126 : 148 , 4669 , 4371 , 354 , 1583
2793 , 3275 , 112 : 110 , 4058 , 6342 , 8728 , 6316
30022 , 6034 , 102 : 108 , 8684 , 199 , 6843 , 834
14584 , 1296 , 123 : 125 , 6077 , 5656 , 8411 , 8779
36194 , 2864 , 98 : 133 , 5602 , 3055 , 7905 , 3117
34155 , 9614 , 113 : 103 , 7669 , 3240 , 424 , 8197
31282 , 3554 , 127 : 128 , 9893 , 1814 , 4671 , 8860
11631 , 9190 , 121 : 130 , 8428 , 7198 , 4135 , 8824
2646 , 6247 , 114 : 100 , 5366 , 9924 , 2615 , 4370
49232 , 5182 , 145 : 132 , 7645 , 6347 , 4013 , 6551
47556 , 8253 , 127 : 125 , 8230 , 533 , 4163 , 2424
16145 , 5949 , 147 : 113 , 2449 , 5852 , 6215 , 2719
14432 , 9161 , 136 : 143 , 4769 , 7952 , 2946 , 2336
32202 , 8667 , 119 : 84 , 7615 , 2850 , 9706 , 520
6334 , 2434 , 140 : 148 , 24 , 6799 , 3868 , 939
2379 , 8463 , 129 : 108 , 6388 , 8211 , 5024 , 1780
15652 , 5388 , 89 : 116 , 4432 , 236 , 5638 , 3046
5577 , 2514 , 110 : 109 , 4320 , 7396 , 248 , 1315
7412 , 8827 , 89 : 99 , 5764 , 4321 , 7793 , 2917
28335 , 2858 , 83 : 120 , 9315 , 9907 , 4209 , 7572
24979 , 8985 , 112 : 104 , 2092 , 6297 , 171 , 618
44610 , 2944 , 94 : 136 , 3440 , 5438 , 9941 , 4892
49676 , 7822 , 149 : 129 , 6204 , 4001 , 7211 , 9384
18074 , 3072 , 119 : 126 , 9409 , 6796 , 2116 , 1543
2694 , 5134 , 134 : 116 , 3561 , 6960 , 7660 , 591
16892 , 6990 , 106 : 83 , 3291 , 3136 , 425 , 8188
29590 , 1966 , 124 : 88 , 8618 , 6461 , 9348 , 1692
23814 , 6753 , 81 : 138 , 5427 , 3804 , 1401 , 8444
46270 , 3371 , 147 : 80 , 6720 , 9266 , 5802 , 3368
36219 , 2225 , 143 : 143 , 5253 , 5182 , 6062 , 656
15196 , 9235 , 86 : 138 , 4265 , 4032 , 4137 , 6074
31358 , 4973 , 122 : 149 , 3995 , 5551 , 9025 , 4503
39548 , 4443 , 147 : 139 , 8035 , 1083 , 6419 , 4220
1700 , 7896 , 122 : 109 , 3908 , 8318 , 5863 , 2977
46715 , 9829 , 145 : 90 , 9569 , 7519 , 4445 , 7067
23174 , 2095 , 92 : 129 , 2062 , 3555 , 8035 , 501
39426 , 2282 , 118 : 127 , 2813 , 4088 , 233 , 9652
22781 , 1384 , 141 : 105 , 5567 , 6063 , 7902 , 690
30603 , 9158 , 144 : 108 , 6259 , 7054 , 5145 , 1660
46860 , 7220 , 83 : 127 , 6190 , 6482 , 5942 , 4839
3741 , 8948 , 143 : 121 , 4242 , 2032 , 1617 , 4396
29992 , 8846 , 90 : 141 , 1776 , 9425 , 8626 , 2676
40029 , 3340 , 123 : 149 , 4440 , 8734 , 8771 , 51
24704 , 3184 , 99 : 113 , 4928 , 9874 , 5737 , 3905
11559 , 3003 , 142 : 129 , 7231 , 6474 , 9892 , 4704
37943 , 3665 , 107 : 99 , 4485 , 1751 , 4586 , 1497
13356 , 7656 , 103 : 87 , 5039 , 5757 , 4265 , 8081
10520 , 7337 , 95 : 119 , 8464 , 3683 , 7249 , 8895
23880 , 3391 , 107 : 122 , 5190 , 6834 , 9138 , 5422
28349 , 5481 , 142 : 124 , 5059 , 8529 , 363 , 8618
22843 , 7115 , 116 : 80 , 799 , 3423 , 7375 , 9855
12323 , 6351 , 115 : 103 , 2245 , 9287 , 5628 , 8991
48792 , 3100 , 126 : 89 , 6580 , 513 , 6388 , 3948
48185 , 712 , 139 : 123 , 5141 , 8684 , 2261 , 5580
20496 , 4313 , 137 : 99 , 5522 , 1508 , 2403 , 5874
3649 , 8423 , 133 : 140 , 7855 , 258 , 3465 , 5898
26394 , 8064 , 135 : 139 , 5237 , 2406 , 7710 , 9536
27057 , 272 , 136 : 120 , 6527 , 8385 , 201 , 5601
22026 , 62 , 113 : 136 , 7693 , 7428 , 3235 , 2924
28028 , 9455 , 94 : 137 , 2165 , 4227 , 640 , 9489
22090 , 7264 , 101 : 82 , 2374 , 2477 , 3068 , 6314
38665 , 9933 , 90 : 120 , 8014 , 2101 , 4063 , 7985
23547 , 8151 , 86 : 143 , 5666 , 1928 , 7053 , 641
2768 , 5407 , 139 : 84 , 9922 , 2850 , 536 , 9705
35561 , 4778 , 141 : 109 , 3736 , 3069 , 5592 , 3514
36542 , 4824 , 82 : 113 , 9646 , 6934 , 2896 , 7463
41620 , 2814 , 140 : 100 , 4952 , 1836 , 2885 , 8463
10094 , 8772 , 121 : 107 , 5098 , 1184 , 1585 , 8350
11363 , 8417 , 145 : 97 , 1207 , 4495 , 6963 , 6177
28903 , 2224 , 146 : 117 , 9546 , 2760 , 5459 , 3333
14008 , 4907 , 89 : 88 , 1753 , 5839 , 7492 , 7496
14337 , 855 , 87 : 112 , 6727 , 9556 , 5129 , 5412
7410 , 2114 , 144 : 104 , 6197 , 9042 , 9927 , 2271
45107 , 3503 , 113 : 91 , 6208 , 7982 , 8180 , 1631
16771 , 368 , 141 : 146 , 1199 , 1863 , 367 , 2204
20447 , 3244 , 107 : 94 , 274 , 2002 , 6184 , 7069
48674 , 436 , 103 : 125 , 6335 , 9944 , 8094 , 9020
25308 , 8172 , 110 : 140 , 8607 , 6570 , 3784 , 9764
38264 , 8255 , 143 : 86 , 2448 , 1747 , 7425 , 4699
10977 , 2437 , 86 : 110 , 6054 , 3261 , 4294 , 8836
47848 , 5987 , 150 : 137 , 481 , 2528 , 3355 , 629
4080 , 9645 , 128 : 104 , 181 , 3944 , 62 , 9201
18167 , 5039 , 133 : 106 , 5233 , 9155 , 635 , 8341
20776 , 4258 , 115 : 142 , 9670 , 9860 , 961 , 1704
10121 , 8890 , 111 : 94 , 8419 , 6740 , 947 , 31
31951 , 240 , 129 : 149 , 2162 , 1559 , 7561 , 6778
23019 , 8718 , 127 : 106 , 1769 , 402 , 2123 , 3799
2767 , 3354 , 145 : 96 , 7208 , 3148 , 3422 , 4559
20921 , 3487 , 98 : 105 , 1559 , 4801 , 9248 , 6525
30181 , 9230 , 132 : 98 , 7597 , 8322 , 8679 , 4271
36951 , 7928 , 110 : 84 , 3807 , 4275 , 7185 , 8476
41982 , 6928 , 142 : 104 , 1879 , 7779 , 2359 , 6214
26459 , 8468 , 122 : 118 , 5189 , 1564 , 2487 , 9077
46749 , 3745 , 148 : 137 , 6704 , 1337 , 4409 , 6071
8924 , 6637 , 100 : 150 , 996 , 1810 , 8455 , 2587
47730 , 1447 , 89 : 106 , 7427 , 4307 , 4823 , 9625
33944 , 6101 , 112 : 90 , 9883 , 4425 , 2649 , 5063
22053 , 7440 , 140 : 110 , 2559 , 6742 , 6785 , 2918
14973 , 5292 , 144 : 111 , 533 , 610 , 5594 , 4026
18275 , 7404 , 102 : 116 , 2043 , 1875 , 7927 , 1307
42044 , 8978 , 121 : 95 , 5659 , 2436 , 4899 , 7994
48703 , 1077 , 109 : 83 , 7156 , 6220 , 6338 , 7153
7913 , 3381 , 137 : 133 , 5915 , 9202 , 9449 , 5746
36348 , 7976 , 98 : 125 , 4216 , 5786 , 3215 , 5332
26230 , 3973 , 128 : 108 , 3267 , 5141 , 2579 , 9553
10799 , 7070 , 150 : 126 , 8289 , 8803 , 5351 , 9709
30969 , 5213 , 85 : 138 , 7642 , 1243 , 3954 , 6114
49487 , 294 , 84 : 109 , 9625 , 3971 , 8340 , 2688
21370 , 1169 , 81 : 118 , 8646 , 1687 , 1479 , 863
45840 , 4630 , 88 : 131 , 6673 , 1768 , 1559 , 6393
796 , 9223 , 99 : 119 , 3959 , 1692 , 2236 , 747
25703 , 5494 , 115 : 120 , 3129 , 8445 , 6010 , 9850
5148 , 6743 , 115 : 83 , 141 , 1967 , 5053 , 1695
352 , 8245 , 143 : 117 , 7782 , 246 , 5339 , 9228
817 , 7042 , 106 : 137 , 9051 , 8881 , 6338 , 3177
20276 , 9541 , 125 : 145 , 1713 , 2753 , 2326 , 4661
9614 , 6898 , 95 : 148 , 3145 , 3322 , 5153 , 6055
25327 , 6056 , 94 : 141 , 8899 , 9913 , 8320 , 548
26118 , 1318 , 136 : 108 , 539 , 3268 , 8681 , 3309
30048 , 1717 , 130 : 97 , 741 , 1413 , 6949 , 9056
39501 , 3890 , 99 : 126 , 3061 , 2601 , 9096 , 1363
39391 , 452 , 89 : 136 , 658 , 6412 , 4026 , 4290
8294 , 6863 , 83 : 84 , 5982 , 3652 , 5099 , 8619
48484 , 5314 , 131 : 99 , 339 , 877 , 5425 , 5664
4490 , 5826 , 135 : 106 , 3141 , 7206 , 5635 , 3612
40397 , 21 , 121 : 140 , 3200 , 8174 , 1881 , 1462
29912 , 65 , 86 : 114 , 1123 , 7615 , 5016 , 993
36884 , 4063 , 136 : 89 , 1911 , 6325 , 2670 , 665
9823 , 4049 , 93 : 119 , 4322 , 4821 , 3659 , 1646
28929 , 933 , 118 : 130 , 9030 , 355 , 4454 , 885
24576 , 5786 , 84 : 144 , 1446 , 9346 , 9890 , 5630
8394 , 7585 , 125 : 86 , 2339 , 2370 , 870 , 6875
24329 , 4707 , 93 : 149 , 7179 , 137 , 2936 , 3424
44879 , 926 , 143 : 132 , 3487 , 2285 , 671 , 7038
40626 , 5100 , 143 : 126 , 611 , 1762 , 9251 , 8376
37536 , 557 , 130 : 139 , 759 , 7254 , 2888 , 5790
43512 , 188 , 145 : 146 , 7198 , 6332 , 7234 , 2407
25326 , 1794 , 109 : 84 , 753 , 3498 , 8107 , 929
9350 , 9299 , 118 : 129 , 4331 , 7973 , 4964 , 5898
1162 , 7929 , 99 : 111 , 9470 , 9902 , 7889 , 7601
31595 , 8211 , 137 : 122 , 5964 , 7719 , 7896 , 8667
41901 , 1810 , 92 : 134 , 6119 , 4334 , 9332 , 3966
39945 , 9958 , 104 : 126 , 646 , 2697 , 863 , 962
30168 , 3858 , 142 : 139 , 4853 , 6665 , 8478 , 4544
30348 , 7203 , 100 : 95 , 7392 , 93 , 8712 , 5735
37533 , 414 , 124 : 148 , 5796 , 5555 , 3102 , 4738
44346 , 2402 , 86 : 109 , 3505 , 3810 , 2185 , 9147
29198 , 3686 , 111 : 101 , 9934 , 568 , 4131 , 8001
24479 , 4983 , 138 : 118 , 613 , 6761 , 666 , 8356
6081 , 7342 , 124 : 148 , 7687 , 7935 , 2513 , 8907
34882 , 3704 , 124 : 125 , 6895 , 1048 , 4773 , 9593
28223 , 9869 , 97 : 125 , 4351 , 3042 , 7166 , 679
24185 , 8903 , 147 : 85 , 1963 , 3274 , 1696 , 5496
36523 , 5489 , 128 : 112 , 4368 , 9899 , 9073 , 9806
41543 , 4427 , 128 : 87 , 5061 , 3300 , 8264 , 6216
38003 , 2038 , 97 : 150 , 6483 , 4468 , 7655 , 1735
9969 , 5858 , 110 : 107 , 3375 , 8469 , 5693 , 9721
10289 , 5369 , 150 : 138 , 3113 , 6161 , 2711 , 4063
1257 , 1733 , 88 : 145 , 9746 , 4704 , 9383 , 1395
36839 , 2220 , 147 : 126 , 2275 , 4868 , 3362 , 927
37342 , 2342 , 130 : 88 , 7541 , 9737 , 9182 , 7667
42831 , 708 , 140 : 134 , 4796 , 2405 , 5903 , 7467
37263 , 4455 , 146 : 80 , 9805 , 2940 , 2144 , 4617
9457 , 1462 , 105 : 104 , 610 , 1549 , 3174 , 9130
29695 , 1813 , 145 : 83 , 746 , 1849 , 8972 , 8611
38612 , 7923 , 83 : 120 , 5785 , 8939 , 8619 , 674
48564 , 6528 , 112 : 119 , 8212 , 5031 , 75 , 783
49854 , 9385 , 81 : 111 , 6567 , 4037 , 6449 , 5681
7127 , 9323 , 125 : 147 , 5477 , 5965 , 6521 , 7327
26969 , 6996 , 127 : 136 , 300 , 2145 , 8784 , 7802
18814 , 3272 , 103 : 119 , 3173 , 5723 , 9786 , 4147
35877 , 4613 , 99 : 124 , 25 , 5693 , 6742 , 5644
41432 , 139 , 103 : 146 , 3173 , 2552 , 315 , 8790
22524 , 8292 , 148 : 80 , 3109 , 6786 , 6001 , 3834
11818 , 5241 , 114 : 119 , 6734 , 5347 , 3471 , 1647
26465 , 7274 , 111 : 135 , 1759 , 6010 , 4225 , 2594
24967 , 2957 , 132 : 150 , 8026 , 2549 , 6646 , 4532
11799 , 7127 , 102 : 147 , 6661 , 7151 , 2874 , 5444
41976 , 4850 , 112 : 145 , 7679 , 4083 , 7348 , 3479
42991 , 1916 , 137 : 146 , 1338 , 3943 , 9445 , 7829
34576 , 47 , 147 : 108 , 4747 , 7709 , 601 , 8398
6331 , 3429 , 111 : 115 , 7211 , 8180 , 7335 , 3113
4468 , 1224 , 130 : 131 , 1656 , 7258 , 8294 , 6735
32436 , 5987 , 93 : 118 , 2249 , 5706 , 7540 , 9884
27936 , 8151 , 140 : 136 , 4262 , 8046 , 7700 , 9780
18182 , 5018 , 82 : 107 , 3529 , 4156 , 3689 , 8251
20066 , 8309 , 98 : 107 , 4665 , 5999 , 135 , 411
33531 , 8960 , 125 : 123 , 9345 , 5661 , 6955 , 8926
22386 , 8169 , 145 : 100 , 6318 , 991 , 8334 , 7680
32734 , 9735 , 90 : 131 , 6185 , 8838 , 4104 , 3235
34803 , 5054 , 136 : 130 , 3125 , 1888 , 4704 , 8302
1046 , 8952 , 119 : 111 , 7526 , 621 , 6129 , 8319
19566 , 3230 , 122 : 126 , 7035 , 8814 , 6120 , 4313
28502 , 5946 , 115 : 119 , 9865 , 8294 , 6381 , 1587
8080 , 7795 , 104 : 120 , 8 , 5536 , 6798 , 1110
23232 , 4515 , 143 : 80 , 9046 , 6309 , 9370 , 3196
39915 , 7725 , 92 : 94 , 7168 , 3937 , 930 , 2438
30097 , 270 , 113 : 148 , 6183 , 5391 , 4926 , 1150
39871 , 2475 , 131 : 124 , 2385 , 1208 , 2625 , 4378
34632 , 2541 , 120 : 83 , 2176 , 3441 , 9494 , 4947
33288 , 9509 , 90 : 87 , 1127 , 4402 , 3458 , 5002
12708 , 4555 , 85 : 101 , 853 , 455 , 9782 , 3993
20001 , 266 , 92 : 129 , 8048 , 9926 , 5732 , 6024
10292 , 4195 , 94 : 148 , 1632 , 6350 , 8567 , 3188
10734 , 6750 , 106 : 150 , 1357 , 4954 , 4380 , 9359
5434 , 749 , 93 : 80 , 7384 , 4077 , 476 , 6420
19521 , 1453 , 107 : 118 , 5427 , 4762 , 4750 , 1571
41011 , 9834 , 137 : 93 , 3493 , 6060 , 2560 , 1216
15634 , 1853 , 128 : 139 , 9212 , 8877 , 5409 , 6375
42936 , 9678 , 105 : 118 , 6360 , 7430 , 2814 , 7262
25602 , 1831 , 109 : 110 , 3914 , 3612 , 3143 , 5943
22664 , 156 , 89 : 140 , 8558 , 3030 , 9965 , 6656
34747 , 720 , 100 : 100 , 1442 , 7797 , 4763 , 5272
21005 , 7369 , 146 : 131 , 565 , 8703 , 6743 , 4401
1440 , 2498 , 138 : 140 , 8690 , 8247 , 2128 , 6948
19230 , 6055 , 98 : 92 , 2406 , 7581 , 7569 , 5352
1261 , 8436 , 85 : 81 , 1603 , 8220 , 8573 , 4934
6862 , 5400 , 120 : 146 , 1710 , 5672 , 9766 , 3362
24022 , 2259 , 121 : 124 , 7156 , 4283 , 2757 , 8871
19333 , 6828 , 125 : 135 , 5190 , 7663 , 9095 , 1996
40815 , 8440 , 148 : 101 , 7357 , 6736 , 7994 , 4028
20810 , 9831 , 117 : 120 , 2420 , 7539 , 449 , 3285
30703 , 6339 , 135 : 128 , 4046 , 9225 , 1200 , 5224
36768 , 4889 , 115 : 117 , 596 , 140 , 1854 , 3607
44787 , 7524 , 141 : 105 , 6567 , 8645 , 2347 , 4991
44431 , 8989 , 128 : 88 , 3778 , 1523 , 1177 , 6321
7635 , 9937 , 117 : 83 , 1944 , 3562 , 9625 , 7426
16552 , 7213 , 143 : 148 , 993 , 6437 , 3276 , 5481
1218 , 1271 , 96 : 89 , 17 , 8130 , 394 , 4319
33903 , 4265 , 136 : 105 , 1044 , 8274 , 4043 , 3339
10267 , 4 , 82 : 146 , 234 , 9344 , 1979 , 3652
47917 , 7576 , 128 : 97 , 3191 , 3255 , 8122 , 1088
40665 , 9907 , 120 : 135 , 3292 , 5422 , 849 , 2842
48910 , 592 , 95 : 98 , 4655 , 8047 , 3711 , 3320
14515 , 2838 , 91 : 126 , 3398 , 2885 , 7233 , 2953
18852 , 4761 , 102 : 93 , 6625 , 1447 , 9690 , 8011
8409 , 8086 , 133 : 116 , 7586 , 9458 , 6914 , 1187
18126 , 4175 , 102 : 113 , 1150 , 5115 , 3057 , 7119
21424 , 8816 , 107 : 135 , 6217 , 7904 , 8460 , 8666
18457 , 7314 , 131 : 124 , 7498 , 7295 , 7864 , 1675
14561 , 8220 , 146 : 81 , 2512 , 3658 , 287 , 2181
1813 , 8087 , 140 : 126 , 3145 , 3991 , 7673 , 9155
20574 , 8652 , 101 : 125 , 1137 , 8085 , 4971 , 3465
32855 , 9459 , 124 : 126 , 1368 , 4977 , 8478 , 3849
49532 , 7233 , 90 : 109 , 3886 , 9344 , 9942 , 9156
1131 , 9179 , 100 : 123 , 6724 , 9053 , 9225 , 7058
32107 , 8061 , 145 : 121 , 6326 , 3332 , 7225 , 7996
20992 , 9992 , 120 : 87 , 5373 , 4608 , 7968 , 9665
43740 , 8119 , 116 : 81 , 4279 , 3347 , 9307 , 9716
34589 , 3124 , 99 : 99 , 1231 , 8789 , 5810 , 5860
18470 , 8810 , 121 : 146 , 5098 , 5158 , 9186 , 8648
44099 , 8931 , 86 : 146 , 8979 , 7347 , 9298 , 3735
44582 , 2319 , 150 : 113 , 5546 , 1808 , 8601 , 2154
39518 , 162 , 112 : 135 , 2884 , 5118 , 210 , 6665
5196 , 2169 , 90 : 125 , 532 , 5521 , 9558 , 9789
8887 , 1079 , 115 : 113 , 330 , 3052 , 8695 , 6108
5042 , 1232 , 81 : 115 , 3326 , 3734 , 9155 , 7103
42525 , 3416 , 148 : 109 , 2496 , 3171 , 5832 , 4834
13680 , 9454 , 130 : 83 , 2287 , 749 , 9633 , 2163
39928 , 2089 , 80 : 120 , 95 , 6949 , 5960 , 3599
45390 , 141 , 82 : 150 , 1057 , 2729 , 8605 , 3454
2248 , 8600 , 107 : 126 , 2704 , 457 , 7514 , 9039
48557 , 5024 , 111 : 126 , 7868 , 3576 , 4116 , 9612
48482 , 7277 , 131 : 81 , 5375 , 1488 , 1953 , 8483
14031 , 6579 , 128 : 148 , 7665 , 8324 , 7256 , 8509
33459 , 5881 , 144 : 121 , 4848 , 9903 , 2280 , 534
33448 , 9709 , 112 : 141 , 723 , 4453 , 9523 , 5570
39538 , 5804 , 129 : 95 , 8756 , 5271 , 5618 , 7655
6162 , 402 , 132 : 93 , 2377 , 9573 , 2547 , 4949
22156 , 8089 , 115 : 150 , 3058 , 7330 , 1644 , 8870
20635 , 360 , 94 : 142 , 3353 , 7583 , 6125 , 9740
18860 , 2799 , 123 : 99 , 7666 , 9733 , 1747 , 5587
10924 , 1922 , 118 : 131 , 8509 , 3879 , 4649 , 3031
15240 , 5367 , 88 : 104 , 1139 , 6188 , 6698 , 6076
1754 , 2190 , 139 : 140 , 9130 , 5307 , 8442 , 48
47734 , 183 , 126 : 95 , 6100 , 9411 , 9738 , 98
24808 , 4456 , 80 : 150 , 1951 , 3810 , 1110 , 443
14511 , 7628 , 94 : 102 , 7108 , 5627 , 3807 , 7528
3807 , 4918 , 114 : 108 , 3832 , 5689 , 1038 , 3059
25156 , 6336 , 94 : 89 , 3759 , 3291 , 8966 , 5180
34021 , 3134 , 91 : 132 , 4875 , 4408 , 4041 , 8190
18068 , 2657 , 91 : 146 , 3457 , 7683 , 3507 , 7729
46260 , 2093 , 104 : 105 , 6800 , 555 , 4986 , 9343
32708 , 9413 , 129 : 81 , 1723 , 4967 , 6041 , 3117
10999 , 1345 , 114 : 128 , 2038 , 9341 , 1588 , 3900
20463 , 1539 , 118 : 135 , 3833 , 3037 , 2182 , 6856
8440 , 2042 , 115 : 134 , 8222 , 2531 , 3380 , 1329
4058 , 2527 , 92 : 140 , 5850 , 7731 , 8306 , 8052
7903 , 7605 , 128 : 94 , 9708 , 4996 , 2513 , 4699
47631 , 5231 , 142 : 141 , 8909 , 4130 , 3254 , 2996
2040 , 4133 , 134 : 116 , 1111 , 3580 , 5352 , 4305
31587 , 4291 , 98 : 139 , 4272 , 7014 , 7986 , 5503
6079 , 3809 , 104 : 104 , 8529 , 780 , 259 , 8401
41385 , 8044 , 93 : 132 , 3719 , 1487 , 8118 , 1141
48330 , 8285 , 132 : 93 , 7325 , 4668 , 319 , 6600
24563 , 1158 , 118 : 101 , 5294 , 2647 , 1322 , 9488
4368 , 2625 , 143 : 80 , 6182 , 219 , 5784 , 9985
28994 , 987 , 117 : 83 , 7868 , 4913 , 8154 , 2917
20737 , 1482 , 121 : 92 , 341 , 5546 , 5406 , 3176
20890 , 8396 , 145 : 140 , 7624 , 3945 , 4429 , 546
26936 , 8792 , 103 : 87 , 7297 , 3046 , 4934 , 1288
2507 , 980 , 88 : 80 , 4565 , 39 , 1728 , 2613
31878 , 9482 , 104 : 81 , 2592 , 7542 , 6653 , 9861
27265 , 5400 , 135 : 144 , 2163 , 3024 , 9355 , 877
7756 , 7065 , 89 : 108 , 4066 , 312 , 4698 , 5269
3429 , 3054 , 138 : 88 , 1397 , 6983 , 9912 , 9919
5585 , 2731 , 110 : 133 , 3232 , 301 , 1882 , 6625
10664 , 1142 , 87 : 117 , 3701 , 9424 , 9858 , 393
48372 , 4976 , 144 : 98 , 4059 , 2970 , 6958 , 8913
5431 , 313 , 84 : 109 , 5061 , 7235 , 4985 , 9780
33248 , 8961 , 94 : 82 , 4858 , 800 , 6891 , 268
4732 , 4176 , 131 : 101 , 4974 , 9108 , 9221 , 5742
46451 , 6647 , 91 : 137 , 3559 , 8110 , 9215 , 5819
9936 , 1268 , 101 : 80 , 345 , 7307 , 9173 , 2612
17791 , 7803 , 97 : 83 , 3533 , 6706 , 9080 , 7620
26510 , 992 , 111 : 110 , 9094 , 8848 , 2311 , 9203
42839 , 8355 , 83 : 84 , 1369 , 2614 , 2468 , 3184
4498 , 2434 , 138 : 137 , 9063 , 9951 , 6942 , 6208
38220 , 5443 , 149 : 107 , 7248 , 2644 , 8337 , 834
8800 , 6880 , 144 : 115 , 8176 , 6236 , 8141 , 6705
21785 , 3485 , 145 : 116 , 7144 , 5496 , 989 , 6074
17667 , 1776 , 102 : 148 , 5798 , 9474 , 7751 , 2963
21766 , 9793 , 112 : 127 , 982 , 7472 , 4163 , 9551
11382 , 1049 , 149 : 120 , 294 , 9882 , 6085 , 1050
2371 , 2675 , 149 : 140 , 3837 , 9343 , 7388 , 7607
44953 , 5204 , 97 : 87 , 1745 , 2252 , 9094 , 9837
15644 , 9885 , 111 : 142 , 9822 , 5429 , 1746 , 8710
777 , 9804 , 85 : 92 , 4006 , 7258 , 2247 , 4168
33008 , 6383 , 113 : 128 , 5876 , 1581 , 8001 , 7192
34357 , 292 , 113 : 110 , 1924 , 6879 , 7724 , 4774
44933 , 9034 , 131 : 93 , 6228 , 825 , 1497 , 435
35893 , 1618 , 116 : 91 , 8847 , 6824 , 1876 , 6811
5501 , 4533 , 112 : 141 , 3436 , 7423 , 4300 , 2319
33252 , 3058 , 97 : 116 , 2776 , 485 , 351 , 402
21770 , 9159 , 81 : 142 , 5066 , 2623 , 9533 , 6479
45414 , 7682 , 89 : 147 , 5974 , 5811 , 9329 , 1797
18426 , 5985 , 101 : 82 , 4987 , 7913 , 8654 , 4647
8954 , 4578 , 120 : 97 , 9106 , 8288 , 5735 , 7109
10892 , 8036 , 85 : 125 , 5403 , 2018 , 4330 , 8355
31884 , 4565 , 135 : 139 , 6251 , 131 , 7474 , 7355
41962 , 3604 , 86 : 131 , 9917 , 778 , 3842 , 5063
37995 , 4262 , 136 : 150 , 8817 , 1972 , 1409 , 9867
19112 , 9107 , 129 : 148 , 1743 , 3048 , 3706 , 3491
38947 , 7442 , 142 : 104 , 875 , 4216 , 1211 , 9871
9741 , 1972 , 145 : 138 , 8372 , 6165 , 2321 , 5089
12811 , 9619 , 89 : 141 , 7298 , 9724 , 3168 , 7256
15551 , 303 , 94 : 92 , 8942 , 2344 , 3723 , 116
13006 , 5451 , 89 : 120 , 3925 , 4529 , 1191 , 5877
35522 , 2333 , 120 : 83 , 936 , 946 , 1190 , 9702
19764 , 5581 , 94 : 136 , 6000 , 2348 , 9104 , 1937
36495 , 9664 , 108 : 96 , 1787 , 8514 , 3982 , 8235
646 , 5963 , 120 : 83 , 102 , 288 , 2215 , 4613
41249 , 5910 , 88 : 148 , 7115 , 161 , 1654 , 2231
23414 , 3623 , 110 : 150 , 6521 , 9542 , 4906 , 6140
10186 , 3251 , 112 : 115 , 7198 , 7277 , 8945 , 8847
28205 , 6018 , 89 : 146 , 117 , 8646 , 2570 , 6630
46458 , 783 , 109 : 141 , 7289 , 9776 , 4950 , 6400
16170 , 1352 , 85 : 90 , 8267 , 8066 , 759 , 790
7976 , 7946 , 116 : 141 , 4206 , 5655 , 679 , 1106
7862 , 7430 , 87 : 111 , 6557 , 6953 , 6749 , 1540
1007 , 6094 , 111 : 116 , 6722 , 7718 , 2970 , 2841
49227 , 4734 , 115 : 125 , 8301 , 7713 , 1776 , 934
14698 , 9922 , 144 : 109 , 9700 , 1708 , 6859 , 6555
44738 , 2816 , 84 : 128 , 1038 , 3503 , 6906 , 3861
13466 , 8094 , 133 : 135 , 2174 , 5935 , 6655 , 5636
